source_url,target_url,status_code,preserve_query_string,include_subdomains,subpath_matching,path_matching
http://www.workofarttattoo.com/healing_database_black_grey_month_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_black_grey_month_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_black_grey_month_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_black_grey_month_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_black_grey_month_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_black_grey_month_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_black_grey_month_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_black_grey_month_3_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_black_grey_month_3_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_black_grey_month_3_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_black_grey_month_3_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_black_grey_month_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_black_grey_month_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_black_grey_month_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_black_grey_month_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_black_grey_month_6_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_black_grey_month_6_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_black_grey_month_6_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_black_grey_month_6_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_black_grey_month_6_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_black_grey_month_6_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_black_grey_month_6_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_black_grey_month_6_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_black_grey_tattoos_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_black_grey_tattoos_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_black_grey_tattoos_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_black_grey_tattoos_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_black_grey_tattoos_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_black_grey_tattoos_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_black_grey_tattoos_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_black_grey_tattoos_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_black_grey_week_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_black_grey_week_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_black_grey_week_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_black_grey_week_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_black_grey_week_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_black_grey_week_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_black_grey_week_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_black_grey_week_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_black_grey_week_2_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_black_grey_week_2_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_black_grey_week_2_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_black_grey_week_2_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_black_grey_week_2_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_black_grey_week_2_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_black_grey_week_2_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_black_grey_week_2_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_black_grey_week_3_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_black_grey_week_3_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_black_grey_week_3_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_black_grey_week_3_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_black_grey_week_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_black_grey_week_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_black_grey_week_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_black_grey_week_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_black_grey_year_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_black_grey_year_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_black_grey_year_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_black_grey_year_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_black_grey_year_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_black_grey_year_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_black_grey_year_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_black_grey_year_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_color_day_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_color_day_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_color_day_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_color_day_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_color_day_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_color_day_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_color_day_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_color_day_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_color_day_2_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_color_day_2_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_color_day_2_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_color_day_2_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_color_day_2_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_color_day_2_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_color_day_2_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_color_day_2_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_color_day_3_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_color_day_3_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_color_day_3_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_color_day_3_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_color_day_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_color_day_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_color_day_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_color_day_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_color_day_4_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_color_day_4_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_color_day_4_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_color_day_4_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_color_day_4_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_color_day_4_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_color_day_4_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_color_day_4_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_color_month_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_color_month_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_color_month_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_color_month_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_color_month_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_color_month_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_color_month_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_color_month_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_color_month_3_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_color_month_3_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_color_month_3_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_color_month_3_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_color_month_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_color_month_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_color_month_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_color_month_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_color_month_6_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_color_month_6_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_color_month_6_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_color_month_6_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_color_month_6_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_color_month_6_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_color_month_6_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_color_month_6_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_color_tattoos_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_color_tattoos_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_color_tattoos_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_color_tattoos_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_color_tattoos_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_color_tattoos_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://workofarttattoo.com/healing_database_color_tattoos_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
https://www.workofarttattoo.com/healing_database_color_tattoos_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://workofarttattoo.com/healing_database_color_week_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
http://www.workofarttattoo.com/healing_database_color_week_1_las_vegas,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,301,True,False,False,True
